Name	Unique?	 Length	Minimized1 Length	Unrolled length	Lossless?	Mirrored in Patterns?	Inverted in Patterns?	Flipped in Patterns?
golden_pi_shawl	True	12	36	10	True	False	False	False
goldgold	True	206	468	187	True	False	False	True
Goldilocks	True	49	49	49	True	False	False	False
Good_Lace	True	83	97	75	True	False	False	False
Good_vibes_-_possible_ending	True	8	8	8	True	False	False	False
Goof_-_CO_only	True	1	10	1	True	True	True	True
Gore	True	32	57	32	True	False	False	False
Gothic_Arches	True	65	65	65	True	True	False	False
Gothic_Leaf_Lace	True	97	97	97	True	False	False	False
Gotischer_Bogen	True	160	183	160	True	False	False	False
Gourd	True	177	195	177	True	False	False	False
Gowrie_Lace	True	81	145	71	True	False	False	False
Goyard	True	257	960	211	True	False	False	False
GPT4_Shawl	True	67	371	59	True	False	False	False
Gr	True	212	410	194	True	False	False	False
Grace_Lace_by	True	33	72	33	True	False	False	True
Grafting_garter_stitch_--_which_row_to_leave_out	True	3	12	3	True	True	False	True
Granada	True	12	14	12	True	False	False	False
Grandmother&#x27;s_Edging	True	64	101	64	True	False	False	False
Grandmother&#x27;s_edging_(variation)	True	254	428	245	True	False	False	False
Grandmother&#x27;s_Edging_2	True	68	101	64	True	False	False	False
Grandmother&#x27;s_Lace_Edging	True	37	237	37	True	False	False	False
Grandmother&#x27;s_Turn	True	229	553	213	True	False	False	False
Grandmother	True	22	118	21	True	False	False	False
Grandmother_2	True	26	118	27	True	False	False	False
Grand_chain_1	True	24	24	24	True	False	False	False
Grand_chain_3	True	112	112	112	True	False	False	False
Grand_chain_4	True	46	46	46	True	False	False	False
grand_eyelet	True	3	3	3	True	False	False	True
Grand_Picot_Eyelet_stitch	True	7	7	7	True	False	False	True
Grand_Trefoil,_v2	True	44	64	44	True	False	False	False
Granite_Broiche_Stitch	True	18	18	18	True	False	False	True
Granite_lace	True	104	2322	104	True	False	False	False
Granite_relief_stitch	True	4	4	4	True	False	False	False
Granite_Stitch	True	18	18	18	True	False	False	True
granite_stitch_rib	True	10	10	10	True	False	False	False
Granola	True	16	16	16	True	False	False	True
Grant_dart	True	138	333	106	True	False	False	False
Granules	True	34	42	34	True	False	False	False
Granules_2	True	19	20	19	True	False	False	False
Grapevine	False	54	76	54	True	False	False	False
Grapevine_Pattern	False	54	76	54	True	False	False	False
Grasshopper	True	40	44	40	True	False	False	False
Grayson	True	6	10	6	True	False	False	False
Gray_lace	True	55	55	55	True	False	False	False
Great-Grandmother&#x27;s_Edging	True	612	1207	612	True	False	False	False
Great-Grandmother	True	609	1217	609	True	False	False	False
Greek_Revival_Shawl_(_not_my_pattern)_on_ABC	True	146	376	140	True	False	False	False
Greel_variation	True	73	73	73	True	False	False	False
Greel_variation_(flat)	True	83	83	83	True	False	False	False
Green	True	139	198	132	True	False	False	False
Greenie	True	46	58	46	True	False	False	False
Greenland	True	114	114	114	True	False	False	False
Green_Gable_cable	True	16	32	16	True	False	False	False
Green_lace	True	32	32	32	True	False	False	False
Green_Leaf_Sweater	True	120	739	119	True	False	False	False
Green_River	True	41	41	41	True	False	False	False
Grema_-_Bluza_cu_maneca_chimono	True	7	7	7	True	False	False	True
Grema_-_Cipilica_cu_manseta_-_Favorita_lui_Mami	True	76	76	76	True	False	False	False
Grema_-_Cipilica_pentru_Laura	True	10	90	10	True	False	False	True
Grema_-_Cipilica_pentru_Laura_2	True	3	3	3	True	False	False	True
grey	True	98	269	91	True	False	False	False
greyhaven_cowl_doubled_part_b	True	34	34	34	True	False	False	False
Grey_shawl	True	47	87	47	True	False	False	False
grids	True	10	12	10	True	False	False	False
grid_pattern	True	16	22	10	True	False	False	False
Gritty	True	283	343	283	True	False	False	False
Gritty_Wedge_(24_st)_INPROGRESS	True	107	142	99	True	True	False	False
Gro	True	61	61	61	True	False	False	False
ground1	True	6	6	6	True	False	False	True
Ground_in_openwork_knitting	True	55	65	55	True	False	False	False
Ground_swell	True	81	475	81	True	False	False	False
Growing_Leaves	True	92	92	92	True	False	False	False
Growing__expanding_feather_and_fan	True	762	806	131	True	True	False	False
Growing__expanding_feather_and_fan_(copy)	True	152	152	152	True	False	False	False
Growing__expanding_feather_and_fan_(copy)_2	True	605	639	113	True	True	False	False
Gro_2	True	53	53	53	True	False	False	False
Gro_3	True	78	78	78	True	False	False	False
Gro_4	True	18	18	18	True	False	False	False
Gro_5	True	105	178	105	True	False	False	False
Gro_6	True	274	1458	266	True	False	False	False
GSAM	True	41	41	41	True	False	False	False
Gsies-Pustertal_BS-II-091-1	True	53	83	53	True	False	False	False
guernsey_anchor	True	50	150	46	True	True	False	True
Guessing_at_a_pattern	True	11	41	11	True	False	False	False
guinguette	True	272	565	278	True	False	False	False
guinguette_2	True	104	274	104	True	False	False	False
Guitar	True	63	63	63	True	False	False	False
Gull	True	13	13	13	True	True	False	False
Gull_Lace	True	13	13	13	True	True	False	False
Gull_Lace_C2C	True	24	26	22	True	False	False	False
gull_pattern	True	13	13	13	True	True	False	False
Gull_Stitch	True	11	33	11	True	False	False	False
Gundel	True	135	348	109	True	False	False	False
Gusset	True	42	48	40	True	False	False	False
Gusset_2	True	39	46	39	True	False	False	False
gusset_decreases	True	29	73	29	True	True	False	False
Gusset_decreases_56-sts-version	True	105	1067	105	True	True	False	False
Gusset_decreases_60-sts-version	True	108	1149	108	True	True	False	False
Gusset_decreases_64-sts-version	True	111	1235	111	True	True	False	False
G_(E-G4)	True	47	47	47	True	False	False	False
h	True	112	731	112	True	False	False	False
H5479_part_1	True	193	415	182	True	False	False	False
H5479_part_6_extended	True	51	147	41	True	False	False	False
haapsalu_leaf_pattern	True	101	136	101	True	False	False	False
Hafermuster	False	15	15	15	True	False	False	False
Hagakiri_(Twig_Pattern),_in_the_round	True	57	57	57	True	False	False	False
Hagakiri_(Twig_Pattern),_v2	True	89	117	89	True	False	False	False
Hagakiri_(Twig_Pattern)	True	91	105	91	True	False	False	False
Hagakiri_2	True	99	130	99	True	False	False	False
Hagakiri_in_rounds	True	45	45	45	True	False	False	False
Hahnentritt	True	10	10	10	True	False	False	True
Hahnentritt_2	True	28	28	28	True	False	False	True
Hair_net	True	39	39	39	True	False	False	False
Halbpatent	True	4	4	4	True	False	False	True
Halbpatent_in_Runden	True	4	4	4	True	False	False	True
halbrunde_Ferse	True	46	259	46	True	False	False	False
Half-Circle_Shawl	True	62	682	60	True	False	False	True
Half-drop_Horseshoe	True	35	35	35	True	False	False	False
Half-drop_mini_fans	True	21	21	21	True	False	False	False
Half-Linen_triangle	True	46	71	46	True	False	False	False
Half-moons	True	31	31	31	True	False	False	False
Half-Old_Shale	True	8	8	8	True	False	False	False
Half-opened_seeds	True	4	4	4	True	True	False	True
Half_Brioche_Stitch_(k1b_version)	True	5	5	5	True	False	False	True
Half_chevron	True	10	136	10	True	False	False	False
Half_Circle	True	96	197	95	True	False	False	False
half_circle_1	True	312	848	309	True	False	False	False
Half_Circle_2	True	121	1901	119	True	False	False	True
Half_Diamond_Rib	True	40	40	40	True	False	False	False
Half_Double_Fern_-_&quot;Frothy_Waves&quot;	True	262	262	262	True	False	False	False
Half_leaf,_16r,_CDD	True	300	918	136	True	False	False	True
Half_leaf,_16r,_CDD_with_horizontal_repeats	True	100	100	100	True	False	False	True
Half_Leaf	True	65	65	65	True	False	False	False
Half_linen	True	17	17	17	True	False	False	True
Half_pi_shawl	True	115	115	115	True	False	False	False
Half_Shell	True	22	22	22	True	False	False	False
Half_star	True	185	256	177	True	False	False	False
hands	True	202	1240	202	True	False	False	True
Handsome_Chris_XXL	False	4	420	4	True	False	False	True
Handsome_Chris_XXL_2	False	4	420	4	True	False	False	True
Handstulpe	True	261	762	209	True	False	False	False
hands_2	True	21	287	21	True	False	False	False
handwarmers_rib+lace	True	16	50	16	True	False	False	False
Hannah	True	26	26	26	True	False	False	False
Hanna_Rose_Heart	True	12	72	9	True	False	False	False
Haploid	True	38	49	38	True	False	False	False
Happen_lace	True	131	174	131	True	False	False	False
Happy	True	54	54	54	True	False	False	False
Harbor	False	5	5	5	True	False	False	True
Harbour	True	136	784	98	True	False	False	False
Harebell_Lace	True	58	68	56	True	False	False	False
Harebell_Lace_2	True	52	64	52	True	False	False	False
harjoitus_2	True	10	54	10	True	False	False	True
Harlequin_Diamonds	True	105	139	105	True	False	False	False
Harvest,_version_1	True	74	74	74	True	False	False	False
Harvest,_version_2	True	321	477	321	True	False	False	False
Haspwell_vest	True	10	10	10	True	False	False	False
hat	True	51	353	51	True	False	False	False
hat3	True	76	94	39	True	False	False	False
Hatpat_1	True	12	12	12	True	False	False	True
Hatpat_10	True	12	12	12	True	False	False	False
Hatpat_11	True	6	6	6	True	False	False	True
Hatpat_12	True	12	12	12	True	False	False	True
Hatpat_13	True	5	5	5	True	False	False	True
Hatpat_14	True	9	9	9	True	False	False	False
Hatpat_15	True	21	21	21	True	False	False	True
Hatpat_2	True	10	10	10	True	False	False	False
Hatpat_3	True	18	18	18	True	False	False	True
Hatpat_4	True	13	13	13	True	False	False	True
Hatpat_6	True	12	12	12	True	False	False	False
Hatpat_7	True	17	17	17	True	False	False	False
Hatpat_8	True	5	5	5	True	False	False	True
Hatpat_9	True	21	21	21	True	False	False	True
hatSample	True	117	117	60	True	False	False	False
hatSample_2	True	90	90	8	True	False	False	False
hattu	True	20	56	20	True	False	False	False
hatun_kavennukset	True	18	46	18	True	False	False	False
hatun_kavennukset_(copy)	True	12	361	12	True	False	False	False
hatun_kavennukset_11_s	True	20	56	20	True	False	False	False
hatun_kavennukset_11_s_(copy)	True	19	319	19	True	False	False	False
hatun_yl	True	64	373	52	True	False	False	False
Hat_1x1_rib_top_down_wedge_1	True	144	312	116	True	False	False	False
Hat_1x1_rib_top_down_wedge_1_2	True	143	1232	173	True	False	False	False
hat_3	True	19	117	19	True	False	False	False
Hat_crown	True	3	15	3	True	False	False	False
Hat_crown_2	True	16	16	16	True	False	False	False
Hat_crown_3	True	13	13	13	True	False	False	False
Hat_decrease_for_Mr__P_hat	True	76	76	76	True	True	False	False
hat_top_one	True	18	204	18	True	False	False	False
Hat_with_a_rib_CO_128	True	106	298	106	True	False	False	False
Hat_with_a_rib_CO_136	True	110	318	108	True	False	False	False
Hauswurz	True	645	1144	585	True	False	False	False
Haven	True	241	316	233	True	False	False	False
Hawthorn	True	184	252	183	True	False	False	False
Hayden_Valley_Cable_Scarf	True	10	10	10	True	False	False	False
Hazel	True	45	61	45	True	False	False	False
Hazelnuts	True	24	24	24	True	False	False	True
Hazel_2	True	45	53	45	True	False	False	False
Hazel_the_Humpback_-_Fins	True	121	1008	121	True	False	False	False
Hazel_the_Humpback_-_Tail	True	108	385	108	True	True	False	False
Hazel_the_Humpback_1_-_Back_only	True	201	1708	194	True	False	False	False
Hazel_the_Humpback_1_-_Bottom_only	True	822	3186	722	True	False	False	False
Hazel_the_Humpback_2_-_Back_only	True	84	1552	84	True	True	False	False
Hazel_the_Humpback_2_-_Bottom_only	True	224	1986	227	True	False	False	False
Hazel_the_Humpback_3_-_Back_only	True	18	159	18	True	True	False	False
headband	True	59	185	55	True	False	False	False
Headband_1	True	12	18	12	True	False	False	False
Headband_2	True	32	160	36	True	False	False	True
Headband_2_2	True	38	38	38	True	False	False	False
Headband_3	True	27	27	27	True	False	False	False
Headband_4	True	45	75	45	True	True	False	False
Headband_5	True	28	28	28	True	False	False	False
Headband_increase	True	65	65	47	True	False	False	False
Headband_Lace	True	37	49	31	True	True	False	False
Headdress	True	149	297	135	True	False	False	False
headwarmer	True	65	65	40	True	False	False	True
Head_of_Grain_Pattern_5	True	57	64	57	True	False	False	False
Head_to_head_band	True	129	133	63	True	False	False	False
Heartless	True	80	80	80	True	True	False	True
Hearts_2	True	114	190	114	True	False	False	False
Hearts_and_flowers	True	35	35	35	True	False	False	False
Hearts_Cables	True	110	255	97	True	False	False	True
Hearts_Cables_(copy)	True	145	395	138	True	False	False	False
Hearts_Cables_2	True	78	241	78	True	False	False	False
Hearts_I_hope	True	72	178	66	True	False	False	False
Hearts_V1	True	48	55	48	True	False	False	False
Hearts_V2	True	48	55	48	True	False	False	False
Hearts_V3	True	64	71	64	True	False	False	False
Hearty	True	74	82	74	True	False	False	False
Heart_2	True	178	425	172	True	False	False	False
Heart_3	True	125	321	121	True	False	False	False
Heart_4	True	110	309	102	True	False	False	False
Heart_5	True	90	90	90	True	False	False	False
Heart_7	True	51	51	51	True	False	False	False
Heart_8	True	297	367	291	True	False	False	False
Heart_9	True	79	211	76	True	False	False	False
Heart_Blanket	True	151	531	154	True	False	False	False
Heart_Cable	True	22	60	22	True	False	False	True
Heart_cowl	True	247	1081	288	True	False	False	False
Heart_edging	True	39	59	37	True	False	False	False
Heart_Garland	True	50	128	50	True	False	False	False
Heart_Knit_Purl	True	93	431	91	True	False	False	False
Heart_motif	True	304	2640	194	True	True	False	True
Heart_of_love	True	69	258	68	True	False	False	False
heart_or_vine	True	68	96	52	True	False	False	False
Heart_test	True	45	235	74	True	False	False	False
Heart_test_(copy)	True	137	729	186	True	False	False	False
Heart_[Draft]	True	128	676	126	True	False	False	False
heat	True	109	109	109	True	False	False	False
Heatwave	True	218	218	218	True	False	False	False
heavenly-baby-blanket	True	55	282	51	True	False	False	False
Hebemaschen-Rippen	True	5	5	5	True	False	False	True
Hebemaschen-Verkreuzung	True	33	33	33	True	False	False	False
Hebemaschen-Zopfmuster	True	20	20	20	True	False	False	False
Hebemaschen	True	6	6	6	True	False	False	True
Hebemaschenmuster_4	True	11	11	11	True	False	False	True
Hebemaschenmuster_5	True	42	106	42	True	False	False	False
Hebemaschenmuster_6	True	13	13	13	True	True	False	True
Hebemaschenmuster_7	True	18	50	18	True	False	False	False
Hebemaschenmuster_8	True	22	24	22	True	False	False	False
Hebemaschenmuster_9	True	18	18	18	True	False	False	True
Hebemaschenstreifen_&amp;_Perlmuster_R10	True	14	14	14	True	False	False	False
Hebemaschenw	True	25	37	25	True	False	False	False
Hebemaschenw_2	True	34	68	34	True	False	False	False
Hebemaschenz	True	33	37	33	True	False	False	False
Hebemaschen_3	True	14	14	14	True	True	False	False
Hebemaschen_und_Zopf	True	34	34	34	True	False	False	True
Hebemuster	True	6	6	6	True	False	False	True
hedgehog	True	181	265	174	True	False	False	False
Hedgehogs_test	True	28	28	28	True	False	False	False
Hedgerow	True	8	8	8	True	False	False	True
Hedgerows_1	True	14	14	14	True	False	False	False
Hedgerows_2	True	15	15	15	True	False	False	False
Hedgerows_3	True	16	16	16	True	False	False	False
Hedgerows_4	True	20	20	20	True	False	False	False
Hedgerows_5	True	13	13	13	True	False	False	False
Heel	True	120	596	120	True	False	False	False
Heel_flap	True	39	297	39	True	False	False	False
Heel_flap_+_heel_turn_28sts_	True	45	473	45	True	False	False	False
Heel_flap_+_heel_turn_30sts_	True	47	520	47	True	False	False	False
Heel_flap_+_heel_turn_32sts_	True	47	566	47	True	False	False	False
Heel_flap_+_heel_turn_32sts__6middle	True	47	566	47	True	False	False	False
Heel_flap_30sts_	True	9	121	9	True	False	False	False
Heel_flap_32sts_	True	9	129	9	True	False	False	False
Heel_from_right_side	True	47	195	47	True	False	False	False
Heel_from_wrong_side,_30_sts	True	46	223	46	True	False	False	False
Heel_from_wrong_side,_34_sts	True	54	274	54	True	False	False	False
Heel_tab_32sts__8rows	True	40	214	40	True	False	False	True
Heel_turn	True	16	56	16	True	False	False	False
Heel_turn_2	True	41	152	41	True	False	False	False
Heel_Turn_58_sts	True	27	185	27	True	False	False	False
Heel_turn_A_toe_up_32_sts	True	66	538	66	True	False	False	True
hegg_braid	True	35	58	32	True	True	False	False
hehe	False	389	910	353	True	False	False	True
Helena	True	57	57	57	True	False	False	False
Helical_broken_seed	True	7	7	7	True	False	False	False
Helix	True	88	88	88	True	False	False	False
Helleborus,_alternate_selvage	True	98	116	93	True	False	False	False
Help_(no_really,_this_is_the_stitch_pattern_name)	True	212	279	207	True	False	False	False
Herbstlaub	True	396	814	383	True	False	False	False
Herb_garden	True	41	41	41	True	False	False	False
Herb_garden_2	True	41	41	41	True	False	False	False
Hero	True	27	38	17	True	False	False	False
Herringbone	True	11	11	11	True	False	False	False
Herringbone_2	True	11	11	11	True	False	False	False
Herringbone_3	True	50	68	50	True	False	False	False
Herringbone_Lace	True	10	10	10	True	False	False	False
Herringbone_Lace_6_wide	True	9	9	9	True	False	False	False
Herringbone_Lace_Rib	True	14	14	14	True	False	False	False
Herringbone_lace_variation_of_Herringbone_faggot	False	23	30	22	True	False	False	False
Herringbone_lace_variation_of_Herringbone_faggot_(	False	23	30	22	True	False	False	False
